product_name,brands,pnns_groups_1,pnns_groups_2,energy-kcal_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,nutriscore_grade,nova_group,environmental_score_grade,unique_scans_n
Cookies,Marks & Spencer,Sugary snacks,Biscuits and cakes,522.0,34.4,28.1,17.0,0.85,2.9,5.6,e,4,c,1.0
Shortbread,Marks & Spencer,Sugary snacks,Biscuits and cakes,516.0,14.7,28.2,16.0,0.75,2.7,5.7,e,3,c,1.0
Diet sparkling fiery ginger beer,"M&S, Marks & Spencer, Waitrose",Beverages,Artificially sweetened beverages,1.0,0.1,0.1,0.1,0.02,0.1,0.1,c,4,not-applicable,1.0
Toffee Assortment,Marks & Spencer (M&S Food),Sugary snacks,Sweets,469.0,45.1,16.2,8.3,0.88,1.5,2.2,e,4,unknown,1.0
0% Fat Greek Style Live Yoghurt,Marks & Spencer,Milk and dairy products,Milk and yogurt,64.0,8.0,0.4,0.1,0.1775,0.5,7.0,a,3,b,19.0
Belgian milk chocolate coated brazil nuts,M&S,Sugary snacks,Sweets,605.0,35.2,45.7,19.5,0.0952,2.86,9.52,e,4,f,7.0
Blanc de poulet,Fleury Michon,Fish Meat Eggs,Processed meat,108.0,0.5,1.5,0.4,1.8,0.0,23.0,b,3,d,1.0
Dextrose & Maltodextrine mixed berry,bulkpowders.com,Sugary snacks,Sweets,400.0,50.0,0.0,0.0,0.0,0.0,0.0,d,4,a,1.0
Thai green chicken curry soup,M&S,Composite foods,One-dish meals,65.0,1.0,3.4,2.6,0.48,1.1,1.9,c,4,unknown,1.0
"Sweetcorn, Carrots, Peas & Broccoli With Seasoned Butter",M&S Eat Well,Fruits and vegetables,Vegetables,78.0,0.7,4.2,2.3,0.33,3.9,2.8,a,3,unknown,6.0
riz indien,comme j'aime,unknown,unknown,345.0,9.0,1.5,0.4,3.1,1.6,8.7,e,4,unknown,1.0
Chicken jalfrezi & pilau Rice,M&S,Composite foods,One-dish meals,133.0,2.1,4.5,1.1,0.63,2.2,8.2,b,4,e,3.0
Roast chicken & avocado,"Marks & Spencer, Marks And Spencer",Composite foods,Sandwiches,190.0,1.59,6.4,1.38,0.885,2.8,11.7,c,4,unknown,9.0
Pancake,Marks &Spencer,unknown,unknown,257.0,9.4,7.2,1.0,0.95,1.8,7.2,c,4,unknown,1.0
Pancakes au Chocolat belge,"Marks & Spencer, Marks and Spencer",unknown,unknown,276.0,15.1,9.7,2.8,0.55,1.5,6.6,d,4,unknown,1.0
Figues sèches,Del Monte Quality,Fruits and vegetables,Dried fruits,303.0,36.9,0.3,0.1,0.01,9.3,2.0,c,3,e,1.0
Rollmop Herrings,Marks & Spencer,Fish Meat Eggs,Fish and seafood,170.0,15.2,6.9,1.4,2.2,0.5,12.1,d,3,b,7.0
Potage instantané champignon,comme j'aime,Fruits and vegetables,Soups,352.0,2.2,5.7,4.9,6.8,1.0,2.5,unknown,4,a,1.0
Potage instantané légumes verts,Comme j'aime,Fruits and vegetables,Soups,329.0,3.4,0.3,0.1,6.8,2.2,5.5,unknown,4,a,5.0
Potage instantané tomate basilic,comme j'aime,Fruits and vegetables,Soups,346.0,13.8,0.3,0.1,5.6,3.6,3.4,unknown,4,a,1.0
potage instantané légumes du soleil,comme j'aime,unknown,unknown,328.0,12.1,0.7,0.2,6.4,5.4,3.3,unknown,4,unknown,1.0
Super broccoli spinach & pea soup,M&S,Fruits and vegetables,Soups,34.0,1.7,1.3,0.2,0.38,1.6,2.1,a,3,a,1.0
"Smoothie Orange, Carrot & Mango",Marks & Spencer,Beverages,Unsweetened beverages,50.0,8.1,0.3,0.1,0.03,1.0,1.3,c,1,d,1.0
CRANBERRY & RASPERRY JUICE DRINK,M&S,Beverages,Artificially sweetened beverages,7.0,1.1,0.1,0.1,0.1,0.1,0.2,c,4,d,1.0
Pho Noodle Pot,Marks & Spencer,Cereals and potatoes,Cereals,63.0,1.4,0.6,0.2,0.48,0.8,1.5,unknown,4,c,1.0
Tom Yum Noodle Pot,Marks & Spencer,Cereals and potatoes,Cereals,75.0,1.909,1.3,0.6,0.8,3.0,3.0,unknown,4,c,1.0
4 milk white & dark chocolate brownies,Marks & Spencer,Sugary snacks,Biscuits and cakes,482.0,41.8,28.6,17.3,0.15,3.6,5.8,e,4,e,4.0
Mango & Passion Fruit & Greek Style Yogurt Snack Pot,Marks & Spencer,Milk and dairy products,Milk and yogurt,104.0,8.8,5.5,3.7,0.08,0.5,2.7,c,3,b,1.0
Festive Granola,Marks And Spencer,unknown,unknown,447.0,23.4,15.5,2.6,0.05,6.4,9.6,unknown,4,unknown,1.0
Délice au thé blanc de l hymalaya,Coffea,unknown,unknown,228.0,57.0,0.0,0.0,0.02,0.2,0.0,unknown,4,unknown,1.0
Fette Biscottate Tostate,Gentilini,Cereals and potatoes,Bread,1060.0,16.2,23.8,9.25,8.5,8.5,30.5,e,3,b,1.0
Mango et lime gum,M&S,Sugary snacks,Sweets,180.0,0.1,0.4,0.1,0.03,1.0,0.1,not-applicable,4,unknown,2.0
Banana & Berries,Marks & Spencer,Fruits and vegetables,Fruits,60.0,12.0,0.2,0.1,0.1,1.0,0.9,a,1,unknown,2.0
Natural Nut Collection,Marks & Spencer,Salty snacks,Nuts,157.0,1.2,13.7,1.8,0.01,9.2,3.7,a,1,unknown,1.0
Berry Medley,Marks & Spencer,Fruits and vegetables,Fruits,54.0,10.9,0.2,0.1,0.1,1.1,0.7,a,1,c,1.0
0% FAT Greek style blueberry & Raspberry yogurt,"Marks & Spencer, Marks and Spencer",Milk and dairy products,Milk and yogurt,101.0,8.3,2.2,0.6,0.08,1.3,4.8,b,4,b,1.0
Hoisin duck noodles,M&S,Cereals and potatoes,Cereals,138.0,2.6,5.7,0.7,0.7875,1.3,6.5,unknown,4,unknown,2.0
Raw Almonds,Trader Joe's,Salty snacks,Nuts,566.66666666667,3.3333333333333,50.0,3.3333333333333,0.0,13.333333333333,20.0,a,1,e,4.0
Salted Caramel Popcorn,Marks & Spencer,unknown,unknown,481.0,54.9,19.8,11.8,0.4,1.6,5.1,e,4,b,1.0
CREAMY CHOCOLATE MEAL REPLACEMENT SHAKE,SlimFast,Beverages,Artificially sweetened beverages,55.3846,0.3077,2.7692,0.4615,0.1384615,1.5385,6.1538,b,4,unknown,4.0
Vitamalt Plus Plus,Vitamalt,Beverages,Sweetened beverages,67.0,14.0,0.0,0.0,0.02,0.0,0.5,e,4,unknown,1.0
reaper hot sauce,pepper palace,unknown,unknown,0.0,0.0,0.0,0.0,0.127,0.0,0.0,not-applicable,3,unknown,1.0
"Sauté de porc à la moutarde, farfalles, carottes","Crous Languedoc Roussillon, Crous Resto'",Composite foods,One-dish meals,149.0,1.3,7.3,3.0,0.4,1.8,7.5,b,4,unknown,1.0
La madeleine pur beurre,Bonne Maman,Sugary snacks,Biscuits and cakes,447.0,26.0,26.0,16.0,0.9,1.2,6.6,e,4,c,1.0
Dolly Mixtures,Marks & Spencer,Sugary snacks,Sweets,381.0,86.6,1.8,0.9,0.05,0.2,1.5,e,4,b,1.0
foam lobsters,Marks & Spencer,Sugary snacks,Sweets,351.0,74.6,0.1,1.0,0.03,0.5,2.8,e,4,b,1.0
British Self Raising Flour,Marks & Spencer,Cereals and potatoes,Cereals,335.0,0.5,1.1,0.2,0.83,3.7,9.5,c,1,a-plus,13.0
Beetroot juice,M & S,Beverages,Unsweetened beverages,39.0,7.2,0.1,0.1,0.1,0.1,1.2,d,1,unknown,2.0
Tomato & Sausage Pasta Sauce,Marks & Spencer,Fat and sauces,Dressings and sauces,133.0,4.6,8.4,2.5,0.79,1.7,4.3,c,3,a-plus,1.0
High Fibre Fusilloni,Marks & Spencer,Cereals and potatoes,Cereals,347.0,2.5,1.9,0.4,0.1,6.9,12.9,a,1,unknown,25.0
Mixed up Meerkats,"M&S FOOD, Marks & Spencer",Sugary snacks,Sweets,350.0,56.7,1.0,0.8,0.0,0.8,0.0,e,4,b,1.0
Riz au lait Vanille de Madagascar,Marie Morin,Milk and dairy products,Dairy desserts,111.0,11.0,3.3,2.2,0.07,0.0,3.3,c,3,a-plus,1.0
Miller’s Wholemeal,M&S,Cereals and potatoes,Bread,242.0,1.4,3.3,0.9,0.9,6.4,11.3,a,4,b,1.0
Moutarde Posh Dog,Marks & Spencer,Fat and sauces,Dressings and sauces,83.0,1.5,5.4,0.8,3.5,4.0,5.1,d,4,c,12.0
Trader Joe’s Penne Rigate Pasta,Trader Joe's,Cereals and potatoes,Cereals,357.0,3.57,0.893,0.0,0.0,3.57,12.5,a,1,unknown,8.0
Spaghetti bolognese,Marks & Spencer,Composite foods,One-dish meals,169.0,1.8,7.5,2.9,0.58,2.0,6.7,c,4,e,1.0
Beef Lasagne,Marks & Spencer,Composite foods,One-dish meals,167.0,2.7,7.7,3.0,0.575,1.2,7.2,c,4,d,1.0
Gluten free Steak & red wine pie,"Marks & Spencer, Marks & Spencer Foods",Composite foods,Pizza pies and quiches,246.0,0.6,13.3,5.9,0.85,3.1,8.7,d,4,unknown,4.0
Excellence 78% Cocoa Dark Chocolate Bar,Lindt,Sugary snacks,Chocolate products,567.0,16.7,46.7,30.0,0.0,16.7,10.0,d,3,e,16.0
Lindor 70% cocoa extra dark chocolate shell,"Lindt, Lindt & Sprüngli",Sugary snacks,Sweets,611.11,25.0,52.78,38.89,0.1764,2.78,5.56,e,4,unknown,2.0
Lindt EXCELLENCE 95% cocoa,Lindt,Sugary snacks,Chocolate products,620.0,2.9,56.6,34.0,0.026,0.0,12.4,d,3,e,1.0
Aberdeen angus beef,M&S,unknown,unknown,203.0,4.8,6.0,2.5,0.75,1.1,12.7,unknown,4,unknown,1.0
Blueberries crips & Juicy Organic,M&S,Fruits and vegetables,Fruits,40.0,9.1,0.2,0.01,0.2,1.5,0.9,a,1,a,3.0
Ferrero Rocher Milk Hazelnut,Ferrero Rocher,Sugary snacks,Sweets,600.0,43.333333333333,43.333333333333,20.0,0.16666666666667,3.3333333333333,6.6666666666667,e,4,unknown,2.0
Lightly salted popped potato chips,Marks & Spencer,Salty snacks,Appetizers,440.0,0.4,14.6,1.2,0.8,4.3,6.8,c,3,unknown,1.0
Cheese twist,"Marks & Spencer, มาร์คแอนด์สเปนเซอร์",Sugary snacks,Biscuits and cakes,515.0,2.6,28.7,18.5,1.825,3.3,12.1,e,3,b,27.0
Poulet basquaise et son riz,Comme j’aime,Composite foods,One-dish meals,120.0,1.0,3.2,0.6,0.8,0.8,6.9,b,4,e,4.0
Lait de coco,Jaja,Beverages,Plant-based milk substitutes,297.0,0.0,28.0,14.0,0.28,3.5,3.5,d,1,b,6.0
Spaghetti strands in tasty tomato sauce,By sainsbury's,unknown,unknown,51.0,3.2,0.5,0.1,0.38,1.6,1.5,unknown,4,unknown,4.0
Custard Creams,Marks & Spencer,unknown,unknown,485.0,30.77,21.54,11.54,0.6,2.31,5.38,unknown,4,unknown,2.0
Sausage Rolls,Sainsbury's,Salty snacks,Salty and fatty products,321.0,2.2,17.1,7.5,0.97,2.0,9.5,d,3,d,6.0
Mature cheddar & caramelised red onion baked potato crisps,M&S,Salty snacks,Appetizers,360.0,1.1,2.4,0.5,1.0,6.7,9.4,b,4,b,1.0
"Peanut, caramel & cocoa treat bars",M&S,Sugary snacks,Biscuits and cakes,434.0,20.4,20.5,5.2,0.45,6.2,12.5,d,4,unknown,1.0
"3 Apple, Ginger & Dark Chocolate Treat Bars",Marks & Spencer,Sugary snacks,Biscuits and cakes,427.0,31.0,19.8,11.1,0.1,6.6,6.7,d,4,c,1.0
Treat bars,M&S,Sugary snacks,Biscuits and cakes,433.0,33.6,19.9,13.5,0.1,4.2,6.2,e,4,unknown,1.0
Whole cashews,Emerald,unknown,unknown,571.0,7.14,46.43,7.14,0.715,3.6,17.86,d,3,unknown,1.0
Sultana scones,Marks & Spencer,Sugary snacks,Pastries,357.0,19.9,13.0,8.5,1.3,2.4,6.2,e,4,d,13.0
Blueberry Muffins,Marks & Spencer,Sugary snacks,Biscuits and cakes,326.0,21.0,15.2,1.4,0.4,1.8,4.9,d,4,c,2.0
BBQ Beef Jerky,Marks & Spencer,Fish Meat Eggs,Meat,308.0,21.3,5.6,2.3,3.43,0.6,38.8,e,4,unknown,1.0
Poulet rôti et sa purée de pommes de terre,Comme j'aime,Composite foods,One-dish meals,88.3,0.2,3.4,1.2,0.733,1.0,6.6,c,4,c,1.0
Sable citron,La vie claire,Sugary snacks,Biscuits and cakes,512.0,25.0,24.0,12.0,0.43,1.3,6.5,e,3,b,1.0
mijoté de canard,Clos Saint Sozy,Composite foods,One-dish meals,125.0,0.9,8.3,4.1,0.9,0.0,9.1,c,4,e,1.0
Original Oats Instant Oatmeal,Kroger,Cereals and potatoes,Breakfast cereals,357.0,0.0,7.14,0.0,0.67,10.7,14.3,a,3,a,1.0
"Kroger, monterey jack cheese",Kroger,Milk and dairy products,Cheese,357.0,0.0,28.57,17.86,1.5175,0.0,25.0,d,3,d,1.0
Oven roasted turkey breast,The Kroger Co.,Fish Meat Eggs,Meat,80.0,0.0,2.0,0.0,1.3,0.0,16.0,a,3,e,1.0
Fruit spread,Simple Truth Organic,Sugary snacks,Sweets,167.0,44.44,0.0,0.0,0.14,0.0,0.0,d,4,unknown,3.0
Katsuo fumi furikake rice seasoning,Ajishima Foods Co.  Ltd.,unknown,unknown,3.0,2.0,1.0,0.0,2.0,1.0,2.0,c,3,unknown,2.0
Snacks,Hapi,unknown,unknown,433.33333333333,13.333333333333,11.666666666667,3.3333333333333,1.8333333333333,6.6666666666667,13.333333333333,d,4,unknown,2.0
Snack pea sriracha spcy,Hapi,unknown,unknown,433.33333333333,13.333333333333,11.666666666667,3.3333333333333,1.8333333333333,6.6666666666667,13.333333333333,d,4,unknown,1.0
"Nagai's, roasted seaweed sushinori",Nagai,Fruits and vegetables,Vegetables,333.0,0.0,0.0,0.0,0.0,33.3,33.33,a,1,unknown,1.0
Strawberry flavor ramune soft drink,Jfc International Inc.,Beverages,Sweetened beverages,45.0,9.5,0.0,0.0,0.025,0.0,0.0,e,4,not-applicable,3.0
Ramune Melon,Kimura,Beverages,Sweetened beverages,44.0,10.0,0.0,0.0,0.0,0.0,0.5,e,4,not-applicable,1.0
Lychee flavor carbonated soft drink,Jfc International Inc.,Beverages,Sweetened beverages,40.0,9.5,0.0,0.0,0.0125,0.0,0.0,e,4,not-applicable,5.0
Kimura ramune watermelon flavor carbonated soft drink,Kimura,Beverages,Sweetened beverages,40.0,5.5,0.0,0.0,0.0025,0.0,0.0,d,4,not-applicable,2.0
Kimura ramune yuzu citrus flavor carbonated soft drink,Kimura,Beverages,Sweetened beverages,37.0,8.6,0.0,0.0,0.0,0.0,0.5,e,4,unknown,3.0
Hot wasibi coated green peas,HAPI SNACKS,unknown,unknown,429.0,7.2,15.0,5.36,1.0,0.0,17.0,d,4,unknown,3.0
Épinards à la crème,daucy,Fruits and vegetables,Vegetables,70.0,1.2,5.1,2.8,0.74,2.1,2.1,c,4,unknown,1.0
red pepper sauce,"Mc. Ilhenny Co., Tabasco",Fat and sauces,Dressings and sauces,16.0,0.0,0.7,0.2,1.8,1.3,1.0,c,3,unknown,20.0
Tabasco Habanero Sauce,TABASCO,Fat and sauces,Dressings and sauces,121.0,21.0,0.0,0.0,5.39,2.1,1.5,e,3,unknown,17.0
Tabasco Chipotle,Tabasco,Fat and sauces,Dressings and sauces,51.0,7.2,0.5,0.1,5.8,0.0,1.3,e,3,unknown,1.0
Tabasco -  Red Pepper Hot Sauce,"Avery Island LA, McIhenny Company, Tabasco",Fat and sauces,Dressings and sauces,16.0,0.1,0.7,0.2,1.7,1.3,1.0,c,3,unknown,68.0
Tabasco Pepper Sauce,"McIlhenny Company, Tabasco",Fat and sauces,Dressings and sauces,16.0,0.0,0.7,0.2,1.8,1.3,1.0,c,3,unknown,2.0
Lemon Drizzle Cake,M&S,Sugary snacks,Biscuits and cakes,384.0,41.4,14.8,5.4,0.45,0.8,4.4,e,4,unknown,4.0
Brach's Mellowcreme Pumpkins Candy,"Brach's, Ferrara Candy Company",Sugary snacks,Sweets,364.0,72.73,0.0,0.0,0.53,0.0,0.0,e,4,unknown,1.0
"Pâtes fraiches aux blé complète au œufs, farcies à la viande de bœuf et aux petits légumes",Giovanni Rana,Cereals and potatoes,Cereals,283.0,3.5,8.8,1.7,1.0,4.1,14.0,c,4,unknown,1.0
Collection perfectly matured Christmas Pudding,Marks & Spencer,Sugary snacks,Biscuits and cakes,286.0,27.7,5.3,2.4,0.23,3.0,3.2,d,4,unknown,5.0
Snack time,Ancel,Sugary snacks,Biscuits and cakes,421.0,4.5,10.0,2.2,2.7,4.8,9.7,e,3,a,2.0
Super Seeded Deli Rolls,M&S Eat Well,Cereals and potatoes,Bread,295.0,2.2,8.4,2.1,0.78,6.9,12.1,a,4,unknown,8.0
Freshly Squeezed Still Lemonade,Marks & Spencer,Beverages,Sweetened beverages,43.0,8.9,0.1,0.1,0.03,0.1,0.4,e,3,not-applicable,1.0
Original Ginger Candy,"Sina Ginger Candy, THE ORIGINAL TING TING JAHE",Sugary snacks,Sweets,390.0,70.3,1.4,0.9,0.0,0.0,0.0,e,3,c,5.0
Percy pig,Marks & Spencer,unknown,unknown,343.0,58.8,0.2,0.1,0.1,0.1,1.1,unknown,4,unknown,1.0
Cheese Tasters,M&S,Salty snacks,Appetizers,520.0,9.33,29.0,3.33,2.17,1.0,8.33,e,4,unknown,9.0
La Anita Pasta de Adobo de Achiote,La anita,Cereals and potatoes,Cereals,160.0,0.0,10.0,2.5,0.2667,0.0,16.0,a,4,unknown,2.0
"Chicken, chorizo & rice soup",M&S,unknown,unknown,54.0,1.0,1.9,0.3,0.73,0.6,2.7,unknown,4,unknown,1.0
Cola soda,Pepsi,unknown,unknown,365.85365853659,100.0,0.0,0.0,0.18292682926829,0.0,0.0,unknown,4,unknown,2.0
Voltage dew charged soda,Mountain Dew,unknown,unknown,47.8873,12.9577,0.0,0.0,0.0422535,0.0,0.0,unknown,4,unknown,2.0
Pepsi-Cola,Pepsi,unknown,unknown,42.253521126761,11.267605633803,0.0,0.0,0.02112676056338,0.0,0.0,unknown,4,unknown,3.0
Mountain Dew Baja Blast Tropical Lime,Mountain Dew,Beverages,Sweetened beverages,4790.0,1240.0,0.0,0.0,3.87,0.0,0.0,e,4,not-applicable,2.0
White Chocolate Mocha,Starbucks,Beverages,Sweetened beverages,74.1,11.4,1.11,0.741,0.0864,0.247,2.22,e,4,unknown,1.0
Pure Leaf Sweet Tea,"Lipton, Pepsi, Pure Leaf, Unilever",Beverages,Sweetened beverages,29.3,7.68,0.0,0.0,2.29,0.0,0.0,e,3,a-plus,3.0
Pitch black soda,Pepsico,Beverages,Unsweetened beverages,48.0,12.6,0.0,0.0,0.0,0.0,0.0,e,4,unknown,1.0
Pepsi Cola,Pepsi,Beverages,Sweetened beverages,42.0,11.0,0.0,0.0,0.0,0.0,0.0,e,4,not-applicable,2.0
Lemon & Lime,7UP,Beverages,Sweetened beverages,44.0,11.0,0.0,0.0,0.0575,0.0,0.0,e,4,not-applicable,2.0
Frappuccino Vanilla chilled coffee drink,Starbucks,Beverages,Sweetened beverages,71.6,10.6,1.11,0.741,0.0926,0.0,2.22,e,4,unknown,2.0
Mushroom Rice,by Sainsbury's,Cereals and potatoes,Cereals,166.0,0.48,1.84,0.24,0.512,1.6,3.52,b,4,d,5.0
Spicy Mexican style rice,Sainsbury's,Cereals and potatoes,Cereals,182.0,1.6,2.6,0.3,0.33,2.8,3.8,b,4,f,29.0
Jamaican Jerk Spiced Chicken Soup,Sainsbury's Taste The Difference,Composite foods,One-dish meals,66.0,3.4,1.7,0.3,0.33,2.6,3.9,a,3,unknown,19.0
Mini Luxury Hot Cross Buns,M&S Food,Sugary snacks,Pastries,281.0,22.8,3.89,1.39,0.382,3.33,6.94,c,4,unknown,20.0
black pepper and sea salt crackers,"By Sainsbury's, Thatchers",Salty snacks,Appetizers,485.0,2.6,22.5,1.8,1.31,3.2,8.1,d,4,b,1.0
Trident Bubblegum,Trident,Sugary snacks,Sweets,2.0,0.0,0.0,0.0,0.0,0.0,0.0,not-applicable,4,unknown,5.0
Trident Wintergreen slim pack,Trident,Sugary snacks,Sweets,4.0,0.0,0.0,0.0,0.0,0.0,0.0,a,4,unknown,1.0
Mango 100% smoothie juice,Trader Joe's,unknown,unknown,63.4,13.1,0.317,0.118,0.0132,0.845,0.634,unknown,4,unknown,3.0
Extra lean honey roast ham,Marks And Spencer,Fish Meat Eggs,Processed meat,115.0,3.1,2.7,0.8,2.275,0.5,19.5,d,4,unknown,3.0
PATATE DOUCE EN POUDRE,Bulk,unknown,unknown,371.0,13.0,0.8,0.3,0.0,14.0,2.9,b,1,unknown,2.0
Sweet relish,Heinz,unknown,unknown,133.0,26.67,0.0,0.0,1.5825,0.0,0.0,d,4,unknown,1.0
"Bbq baked beans, original",Heinz,Cereals and potatoes,Legumes,146.0,14.62,0.38,0.0,0.77,3.8,5.38,c,4,b,1.0
Piccalilli,Sainsbury's,Fat and sauces,Dressings and sauces,78.0,13.2,0.7,0.1,1.17,1.0,0.7,c,4,unknown,1.0
Wholewheat biscuits,By Sainsbury's,Cereals and potatoes,Breakfast cereals,358.0,4.4,2.0,0.6,0.28,10.0,12.0,a,3,e,133.0
Crispy Cheese Crackers,Marks & Spencer,Salty snacks,Appetizers,498.0,6.4,23.9,16.8,1.9,2.4,11.0,e,4,c,17.0
Dinde aux Champignons et son blé,Comme j’aime,Composite foods,One-dish meals,118.0,0.6,1.6,0.2,0.8,1.5,8.8,b,4,d,1.0
Red Pesto,"M&S, Marks and Spencer",Fat and sauces,Dressings and sauces,306.0,4.8,28.0,5.4,1.3275,1.9,4.8,d,3,d,17.0
Dinde à l'Estragon et son Boulgour,Comme J'aime,Composite foods,One-dish meals,103.0,0.6,1.9,0.6,0.8,1.1,7.7,b,4,c,5.0
8 Poppadoms,M&S,Cereals and potatoes,Bread,426.0,4.3,19.0,1.6,4.25,8.6,19.8,e,3,unknown,11.0
Barbecue sauce,Sweet Baby Ray's,Fat and sauces,Dressings and sauces,189.0,37.84,0.0,0.0,1.96,0.0,0.0,e,4,b,2.0
shells and real aged cheddar macaroni & cheese,Annie's,Composite foods,One-dish meals,376.0,5.88,5.29,2.35,1.94,4.71,12.9,d,4,unknown,2.0
Organic Bunny Grahams Chocolate (Canadian),Annie's,unknown,unknown,467.0,30.0,15.0,1.67,0.583,3.33,6.67,unknown,4,unknown,1.0
Macaroni & Cheese Classic Cheddar,"Annie's, Annie's Homegrown",Cereals and potatoes,Cereals,388.0,9.41,4.71,2.35,1.91,4.71,11.8,d,4,unknown,2.0
Organic Honey Grahams,Annie's,Sugary snacks,Biscuits and cakes,452.0,25.8,11.3,0.0,1.01,6.45,6.45,d,4,c,13.0
Organic Shells & Real Aged Cheddar,Annie's,Composite foods,One-dish meals,376.0,5.88,5.29,2.35,2.03,4.71,12.9,d,4,unknown,3.0
Organic snack mix baked cheddar cheese,Annie's Homegrown,unknown,unknown,467.0,3.33,20.0,3.33,1.58,3.33,10.0,d,4,unknown,8.0
Macaroni and cheese shells aged,Annie's Homegrown,Composite foods,One-dish meals,260.0,4.0,3.5,2.0,1.325,2.8,10.0,d,4,unknown,3.0
Bunny Grahams Friends,Annie's,Sugary snacks,Biscuits and cakes,433.333333333333,23.3333333333333,15.0,0.0,0.75,3.33333333333333,3.33333333333333,d,4,c,8.0
Shells and white cheddar macaroni and cheese,Annie's,Composite foods,One-dish meals,307.0,4.55,3.98,2.27,1.53,3.41,10.2,d,4,unknown,2.0
Bunny Grahams Friends,Annie's,Sugary snacks,Biscuits and cakes,343.0,20.0,11.4,1.43,0.607,2.86,2.86,d,4,c,1.0
Organic Pancake and Waffle Mix,Annie's Homegrown,unknown,unknown,351.85185185185,11.111111111111,3.7037037037037,0.0,2.2685185185185,1.8518518518519,9.2592592592593,unknown,4,unknown,4.0
"Dave's killer bread, blues bread, cornmeal crust","Avb Corp., Dave’s Killer Bread",Cereals and potatoes,Bread,286.0,9.52,7.14,0.0,1.13,9.5,11.9,b,4,unknown,1.0
Thin-Sliced Organic Bread,Alpine's Bread,Cereals and potatoes,Bread,214.0,11.1,3.57,0.0,0.938,10.4,11.1,a,4,b,112.0
Rye & Wheat Crackers,Marks & Spencer,Salty snacks,Appetizers,419.0,2.3,10.8,1.9,1.38,8.9,9.1,c,3,a,1.0
Crispy chickpea crackers,M & S,unknown,unknown,423.0,6.5,8.9,3.5,1.68,5.0,17.1,unknown,4,unknown,1.0
Organic Crunchy Crispy Reds Apple Chips,"Bare Snacks, bare",unknown,unknown,392.85714285714,71.428571428571,0.0,0.0,0.0,14.285714285714,0.0,c,1,unknown,1.0
Baked Crunchy Crispy Reds Apple Chips,"Bare, Bare Snacks",unknown,unknown,393.0,71.4,0.0,0.0,0.0,14.3,0.0,c,1,unknown,14.0
Sea salt black pepper croutons,Marks & Spencer,Cereals and potatoes,Bread,488.0,2.7,22.4,3.7,1.08,4.4,10.8,d,3,c,2.0
Mango tango fruit smoothie blend,odwalla,Beverages,Unsweetened beverages,62.0,12.22,0.33,0.22,0.0075,0.7,0.44,d,1,d,1.0
Pepperidge farm cheddar crackers,Pepperidge Farm,Sugary snacks,Biscuits and cakes,466.66666666667,0.0,16.666666666667,3.3333333333333,2.0833333333333,3.3,10.0,d,4,b,6.0
Goldfish Baked Cheddar,Pepperidge Farm,Sugary snacks,Biscuits and cakes,140.0,0.0,5.0,1.0,0.625,1.0,3.0,b,4,b,2.0
Milano Double Milk Chocolate,Peppering Farm,Sugary snacks,Biscuits and cakes,464.28571428571,32.142857142857,25.0,14.285714285714,0.35714285714285,3.5714285714286,7.1428571428571,e,4,d,2.0
Farmhouse thin crispy dark chocolate chip cookies,Pepperidge Farm,Sugary snacks,Biscuits and cakes,500.0,32.14,21.43,14.29,1.1793,3.57,3.57,e,4,c,1.0
"Cookies, thin and crispy, milk chocolate chip",Pepperidge Farm,Sugary snacks,Biscuits and cakes,500.0,42.9,21.4,14.3,1.21,0.0,3.57,e,4,c,1.0
"Goldfish Crackers Mix, Cheddar, Zesty Cheddar, Parmesan","Goldfish, Pepperidge Farm",Sugary snacks,Biscuits and cakes,467.0,3.33,15.0,3.33,2.0,3.3,13.33,d,4,b,1.0
Goldfish cheddar Mickey Mouse edition,Pepperidge Farm,Sugary snacks,Biscuits and cakes,466.67,0.0,16.67,3.33,1.8627,3.33,10.0,d,4,c,1.0
Farmhouse hearty white bread,Pepperidge Farm,Cereals and potatoes,Bread,265.0,8.16,2.04,0.0,1.17,2.04,8.16,c,4,unknown,21.0
White sandwich bread,Pepperidge Farm,Cereals and potatoes,Bread,289.0,6.67,5.56,1.11,1.2775,2.2,8.89,d,4,unknown,4.0
Apricot raspberry thumbprint cookies,Pepperidge Farm,Sugary snacks,Biscuits and cakes,406.25,31.25,14.0625,7.8125,0.546875,3.125,3.125,e,4,d,2.0
Cinnamon raisin bagels,Pepperidge Farm,Cereals and potatoes,Bread,273.0,14.1,1.01,0.0,0.732,3.03,9.09,c,4,a,1.0
Chocolate Chip Soft & Chewy Granola Bar,Kirkland Signature,Salty snacks,Appetizers,464.0,0.0,16.1,3.57,2.14,3.57,10.7,d,4,unknown,29.0
Chesapeake Dark Chocolate Pecan,"Chesapeake, Pepperidge Farm",Sugary snacks,Biscuits and cakes,538.0,30.8,30.8,11.5,0.769,3.85,7.69,e,4,c,3.0
Nantucket Dark Chocolate,"Nantucket, Pepperidge Farm",Sugary snacks,Biscuits and cakes,500.0,34.6,26.9,13.5,0.769,3.85,3.85,e,4,c,1.0
Bagels,Pepperidge Farm,Cereals and potatoes,Bread,263.0,9.09,1.52,0.505,0.859,2.02,9.09,c,4,a,1.0
